group,indicator,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10
pi_vjaneja,CPU 2018 Usage,0,0,0,0,0,0,0.0411111,34.1608111,34.1608111,40.2810911,40.5410911,103.6371911,103.6371911,110.6196911,110.6196911,133.6929911,149.7065911,303.2785911,494.5965911,555.4909911,619.4981911,619.4981911,619.51958,619.51958,619.59708,619.59708,619.59708,619.59708,619.59708,619.59708,619.59708,619.59708,619.59708,619.59708
pi_vjaneja,CPU 2013 Usage,0,0,0,0,0,0,0.0555556,0.1788886,0.1788886,0.1788886,0.1788886,1.6961086,1.6961086,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.7252753,1.72999752,1.72999752,1.72999752,1.72999752
pi_weltyc,CPU 2018 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238.02,9277.43,9277.43,9277.43,9277.43,9277.43,9277.43
pi_weltyc,CPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667
pi_wolson,CPU 2018 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277778,0.00277778
pi_wolson,CPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277778,0.000277778
pi_xxu,CPU 2018 Usage,0,0,0,31.7836,67.6519,93.9133,112.605,112.605,112.605,112.605,112.605,112.605,112.6466667,112.9916667,112.9916667,112.9916667,112.9916667,112.9916667,112.9916667,112.9916667,113.1605557,113.1605557,113.1605557,113.1605557,113.1605557,113.1605557,113.1605557,113.1605557,113.2736117,113.2736117,113.2736117,113.2736117,113.2736117,113.2736117
pi_xxu,CPU 2013 Usage,0,0,0,0.341667,0.341667,0.847223,0.847223,0.847223,0.847223,0.847223,0.847223,0.847223,0.847223,12.940523,28.966123,28.966123,28.96973411,28.96973411,28.96973411,28.96973411,36.97806411,38.00695411,74.11385411,74.11385411,74.11385411,74.11385411,74.11385411,74.11385411,74.11385411,74.11385411,74.11385411,74.11385411,74.45496511,77.49385511
pi_zliang,CPU 2013 Usage,0,0,0,0,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889,8.04889
pi_zzbatmos,CPU 2013 Usage,0,4397.36,14761.96,16527.62,17309.665,18519.505,18664.127,18900.987,25707.477,121417.277,156545.877,197119.377,280902.677,360141.577,374525.877,378865.207,381828.817,386121.367,389490.437,397399.347,400910.777,404502.687,409511.717,415061.857,417622.187,426488.957,433308.587,435266.917,471982.417,472957.505,509480.205,510270.145,520859.845,521638.061
pi_zzbatmos,CPU 2018 Usage,39529.5,43389.11,43389.67333,43500.32533,43507.62589,43624.29189,43730.15789,44433.46689,44896.06489,45631.38289,58004.58289,90681.38289,106283.5829,108690.9429,115246.7129,117232.9029,124697.4529,126766.8829,130505.4329,130934.3389,131352.6349,131571.2059,145263.6059,153926.1259,166979.9259,168805.9059,178188.5659,188752.4659,195893.8459,198369.8059,201308.4059,204317.0659,209362.5559,213227.3859
student,CPU 2018 Usage,0,0,0,0,0,0,0,0,7.60639,22.32639,22.65639,22.65639,22.65639,22.65639,22.65639,22.65639,22.65639,22.65639,22.65639,22.65833444,66.23333444,11244.13333,50817.33333,66493.93333,83865.33333,83865.33333,83865.33333,83865.33333,83865.33333,83865.33333,83865.38111,83865.38111,83879.78671,83965.12341
student,CPU 2013 Usage,0,0,0,0,0,0,0,0,1.03278,1.03278,1.03278,1.03278,1.03278,1.03278,1.03278,1.03278,1.03278,1.03278,1.03278,1.033057778,1.241113778,1.241113778,1.279724878,1.279724878,1.364169278,1.364169278,17.37226928,17.37226928,17.37226928,17.37226928,17.37226928,17.37393595,17.97726895,17.97949117
support,CPU 2018 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0025,0.0025,9888.3425,11151.1625
